21,1,,
26,5,,
27,1,,
28,3,,
29,5,,
30,8,,
31,12,,
32,11,,
33,9,,
34,6,,
35,5,,
36,7,,
37,7,,
38,7,,
39,1,,
40,3,,
41,4,,
42,2,,
43,2,,
44,1,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,AVERAGE,34.3
,,,p0
